=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     df_m-weka.filters.unsupervised.attribute.Remove-R2
Instances:    144908
Attributes:   14
              HORA
              CHOQUE_CON
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              EDAD
              SEXO
              LOCALIDAD
              LATITUD
              LONGITUD
              PERSONAS IMPLICADAS
              DIA_SEMANA
              LLUVIA
              RADIACION
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 33.93 seconds


=== Classifier model for training split (115926 instances) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
=== Predictions on test split ===

inst#,actual,predicted,error,prediction
5671,1:'Solo Da̱os',1:Solo Da̱os,,1
5672,1:'Solo Da̱os',1:Solo Da̱os,,0.864
5673,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5674,2:'Con Heridos',2:Con Heridos,,0.64
5675,2:'Con Heridos',1:Solo Da̱os,+,0.49
5676,1:'Solo Da̱os',1:Solo Da̱os,,0.88
5677,2:'Con Heridos',1:Solo Da̱os,+,0.58
5678,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5679,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5680,2:'Con Heridos',1:Solo Da̱os,+,0.6
5681,2:'Con Heridos',2:Con Heridos,,0.97
5682,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5683,2:'Con Heridos',2:Con Heridos,,0.8
5684,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5685,1:'Solo Da̱os',1:Solo Da̱os,,0.82
5686,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5687,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5688,2:'Con Heridos',2:Con Heridos,,0.96
5689,1:'Solo Da̱os',1:Solo Da̱os,,0.87
5690,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5691,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5692,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5693,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5694,1:'Solo Da̱os',2:Con Heridos,+,0.55
5695,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5696,1:'Solo Da̱os',1:Solo Da̱os,,0.959
5697,2:'Con Heridos',2:Con Heridos,,0.938
5698,1:'Solo Da̱os',1:Solo Da̱os,,0.89
5699,1:'Solo Da̱os',1:Solo Da̱os,,1
5700,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5701,2:'Con Heridos',2:Con Heridos,,0.96
5702,2:'Con Heridos',2:Con Heridos,,0.732
5703,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5704,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5705,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5706,1:'Solo Da̱os',1:Solo Da̱os,,0.8
5707,2:'Con Heridos',2:Con Heridos,,0.99
5708,2:'Con Heridos',2:Con Heridos,,1
5709,2:'Con Heridos',2:Con Heridos,,0.786
5710,1:'Solo Da̱os',2:Con Heridos,+,0.73
5711,1:'Solo Da̱os',1:Solo Da̱os,,1
5712,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5713,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5714,1:'Solo Da̱os',1:Solo Da̱os,,0.86
5715,1:'Solo Da̱os',1:Solo Da̱os,,0.866
5716,2:'Con Heridos',2:Con Heridos,,0.51
5717,2:'Con Heridos',2:Con Heridos,,1
5718,2:'Con Heridos',1:Solo Da̱os,+,0.717
5719,2:'Con Heridos',2:Con Heridos,,0.8
5720,1:'Solo Da̱os',1:Solo Da̱os,,0.83
5721,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5722,1:'Solo Da̱os',1:Solo Da̱os,,0.992
5723,2:'Con Heridos',2:Con Heridos,,0.95
5724,1:'Solo Da̱os',1:Solo Da̱os,,0.969
5725,1:'Solo Da̱os',1:Solo Da̱os,,0.82
5726,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5727,1:'Solo Da̱os',1:Solo Da̱os,,0.75
5728,1:'Solo Da̱os',1:Solo Da̱os,,0.514
5729,2:'Con Heridos',2:Con Heridos,,0.967
5730,2:'Con Heridos',2:Con Heridos,,0.94
5731,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5732,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5733,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5734,2:'Con Heridos',2:Con Heridos,,0.84
5735,1:'Solo Da̱os',1:Solo Da̱os,,0.88
5736,1:'Solo Da̱os',1:Solo Da̱os,,0.85
5737,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5738,1:'Solo Da̱os',1:Solo Da̱os,,0.967
5739,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5740,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5741,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5742,1:'Solo Da̱os',1:Solo Da̱os,,0.57
5743,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5744,2:'Con Heridos',2:Con Heridos,,0.59
5745,2:'Con Heridos',2:Con Heridos,,0.931
5746,1:'Solo Da̱os',1:Solo Da̱os,,0.75
5747,2:'Con Heridos',2:Con Heridos,,0.865
5748,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5749,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5750,2:'Con Heridos',2:Con Heridos,,0.842
5751,1:'Solo Da̱os',1:Solo Da̱os,,0.87
5752,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5753,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5754,1:'Solo Da̱os',1:Solo Da̱os,,1
5755,2:'Con Heridos',2:Con Heridos,,1
5756,2:'Con Heridos',2:Con Heridos,,0.897
5757,1:'Solo Da̱os',1:Solo Da̱os,,0.65
5758,1:'Solo Da̱os',1:Solo Da̱os,,0.738
5759,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5760,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5761,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5762,2:'Con Heridos',2:Con Heridos,,0.95
5763,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5764,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5765,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5766,2:'Con Heridos',2:Con Heridos,,0.76
5767,1:'Solo Da̱os',1:Solo Da̱os,,1
5768,2:'Con Heridos',2:Con Heridos,,0.99
5769,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5770,2:'Con Heridos',2:Con Heridos,,0.74
5771,1:'Solo Da̱os',1:Solo Da̱os,,0.9
5772,2:'Con Heridos',1:Solo Da̱os,+,0.532
5773,2:'Con Heridos',2:Con Heridos,,0.748
5774,1:'Solo Da̱os',2:Con Heridos,+,0.71
5775,1:'Solo Da̱os',1:Solo Da̱os,,0.83
5776,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5777,1:'Solo Da̱os',1:Solo Da̱os,,0.91
5778,2:'Con Heridos',2:Con Heridos,,0.86
5779,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5780,2:'Con Heridos',2:Con Heridos,,0.95
5781,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5782,1:'Solo Da̱os',1:Solo Da̱os,,0.773
5783,2:'Con Heridos',1:Solo Da̱os,+,0.7
5784,1:'Solo Da̱os',1:Solo Da̱os,,0.842
5785,2:'Con Heridos',1:Solo Da̱os,+,0.896
5786,2:'Con Heridos',2:Con Heridos,,0.825
5787,1:'Solo Da̱os',1:Solo Da̱os,,1
5788,1:'Solo Da̱os',1:Solo Da̱os,,0.88
5789,2:'Con Heridos',2:Con Heridos,,0.94
5790,1:'Solo Da̱os',1:Solo Da̱os,,0.899
5791,2:'Con Heridos',2:Con Heridos,,0.966
5792,2:'Con Heridos',2:Con Heridos,,0.877
5793,2:'Con Heridos',1:Solo Da̱os,+,0.63
5794,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5795,2:'Con Heridos',1:Solo Da̱os,+,0.72
5796,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5797,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5798,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5799,1:'Solo Da̱os',1:Solo Da̱os,,0.52
5800,1:'Solo Da̱os',1:Solo Da̱os,,0.87
5801,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5802,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5803,2:'Con Heridos',1:Solo Da̱os,+,0.59
5804,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5805,2:'Con Heridos',2:Con Heridos,,0.98
5806,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5807,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5808,1:'Solo Da̱os',1:Solo Da̱os,,0.9
5809,1:'Solo Da̱os',1:Solo Da̱os,,0.84
5810,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5811,1:'Solo Da̱os',1:Solo Da̱os,,0.86
5812,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5813,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5814,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5815,1:'Solo Da̱os',1:Solo Da̱os,,0.9
5816,2:'Con Heridos',1:Solo Da̱os,+,0.91
5817,1:'Solo Da̱os',1:Solo Da̱os,,0.82
5818,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5819,2:'Con Heridos',1:Solo Da̱os,+,0.98
5820,1:'Solo Da̱os',1:Solo Da̱os,,1
5821,1:'Solo Da̱os',1:Solo Da̱os,,0.88
5822,1:'Solo Da̱os',1:Solo Da̱os,,0.83
5823,2:'Con Heridos',1:Solo Da̱os,+,0.7
5824,1:'Solo Da̱os',1:Solo Da̱os,,1
5825,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5826,1:'Solo Da̱os',1:Solo Da̱os,,0.57
5827,3:'Con Muertos',1:Solo Da̱os,+,0.92
5828,1:'Solo Da̱os',1:Solo Da̱os,,1
5829,2:'Con Heridos',2:Con Heridos,,0.78
5830,2:'Con Heridos',1:Solo Da̱os,+,0.63
5831,1:'Solo Da̱os',1:Solo Da̱os,,0.89
5832,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5833,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5834,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5835,2:'Con Heridos',1:Solo Da̱os,+,0.63
5836,1:'Solo Da̱os',2:Con Heridos,+,0.53
5837,1:'Solo Da̱os',1:Solo Da̱os,,0.91
5838,3:'Con Muertos',3:Con Muertos,,0.6
5839,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5840,2:'Con Heridos',2:Con Heridos,,0.67
5841,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5842,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5843,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5844,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5845,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5846,2:'Con Heridos',1:Solo Da̱os,+,0.83
5847,1:'Solo Da̱os',1:Solo Da̱os,,0.62
5848,1:'Solo Da̱os',1:Solo Da̱os,,0.77
5849,2:'Con Heridos',2:Con Heridos,,0.7
5850,1:'Solo Da̱os',1:Solo Da̱os,,0.84
5851,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5852,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5853,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5854,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5855,2:'Con Heridos',2:Con Heridos,,0.74
5856,2:'Con Heridos',2:Con Heridos,,0.8
5857,1:'Solo Da̱os',1:Solo Da̱os,,1
5858,2:'Con Heridos',2:Con Heridos,,0.98
5859,1:'Solo Da̱os',1:Solo Da̱os,,0.91
5860,1:'Solo Da̱os',1:Solo Da̱os,,0.864
5861,2:'Con Heridos',2:Con Heridos,,0.843
5862,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5863,2:'Con Heridos',2:Con Heridos,,0.99
5864,2:'Con Heridos',2:Con Heridos,,0.99
5865,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5866,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5867,1:'Solo Da̱os',1:Solo Da̱os,,1
5868,2:'Con Heridos',2:Con Heridos,,0.966
5869,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5870,2:'Con Heridos',2:Con Heridos,,0.619
5871,2:'Con Heridos',1:Solo Da̱os,+,0.99
5872,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5873,2:'Con Heridos',2:Con Heridos,,0.82
5874,1:'Solo Da̱os',1:Solo Da̱os,,0.91
5875,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5876,2:'Con Heridos',1:Solo Da̱os,+,0.94
5877,2:'Con Heridos',2:Con Heridos,,0.859
5878,2:'Con Heridos',1:Solo Da̱os,+,0.7
5879,1:'Solo Da̱os',1:Solo Da̱os,,0.529
5880,1:'Solo Da̱os',1:Solo Da̱os,,0.88
5881,2:'Con Heridos',2:Con Heridos,,0.532
5882,2:'Con Heridos',2:Con Heridos,,0.65
5883,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5884,2:'Con Heridos',2:Con Heridos,,0.95
5885,2:'Con Heridos',2:Con Heridos,,0.6
5886,1:'Solo Da̱os',1:Solo Da̱os,,0.7
5887,1:'Solo Da̱os',1:Solo Da̱os,,0.83
5888,2:'Con Heridos',2:Con Heridos,,0.969
5889,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5890,1:'Solo Da̱os',1:Solo Da̱os,,0.82
5891,2:'Con Heridos',1:Solo Da̱os,+,0.58
5892,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5893,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5894,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5895,1:'Solo Da̱os',1:Solo Da̱os,,0.54
5896,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5897,2:'Con Heridos',2:Con Heridos,,0.98
5898,1:'Solo Da̱os',1:Solo Da̱os,,0.89
5899,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5900,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5901,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5902,1:'Solo Da̱os',1:Solo Da̱os,,1
5903,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5904,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5905,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5906,1:'Solo Da̱os',1:Solo Da̱os,,0.86
5907,1:'Solo Da̱os',1:Solo Da̱os,,0.7
5908,2:'Con Heridos',2:Con Heridos,,0.58
5909,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5910,2:'Con Heridos',1:Solo Da̱os,+,0.84
5911,1:'Solo Da̱os',1:Solo Da̱os,,0.72
5912,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5913,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5914,2:'Con Heridos',1:Solo Da̱os,+,0.52
5915,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5916,1:'Solo Da̱os',1:Solo Da̱os,,0.87
5917,2:'Con Heridos',1:Solo Da̱os,+,0.889
5918,1:'Solo Da̱os',1:Solo Da̱os,,0.7
5919,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5920,1:'Solo Da̱os',1:Solo Da̱os,,1
5921,1:'Solo Da̱os',1:Solo Da̱os,,0.63
5922,2:'Con Heridos',2:Con Heridos,,0.759
5923,1:'Solo Da̱os',1:Solo Da̱os,,0.86
5924,1:'Solo Da̱os',1:Solo Da̱os,,0.91
5925,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5926,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5927,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5928,1:'Solo Da̱os',1:Solo Da̱os,,0.76
5929,2:'Con Heridos',2:Con Heridos,,1
5930,2:'Con Heridos',2:Con Heridos,,0.811
5931,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5932,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5933,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5934,2:'Con Heridos',2:Con Heridos,,0.99
5935,2:'Con Heridos',1:Solo Da̱os,+,0.92
5936,2:'Con Heridos',2:Con Heridos,,0.55
5937,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5938,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5939,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5940,1:'Solo Da̱os',1:Solo Da̱os,,0.73
5941,1:'Solo Da̱os',1:Solo Da̱os,,0.508
5942,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5943,1:'Solo Da̱os',1:Solo Da̱os,,0.87
5944,2:'Con Heridos',2:Con Heridos,,0.78
5945,2:'Con Heridos',2:Con Heridos,,0.51
5946,3:'Con Muertos',2:Con Heridos,+,0.748
5947,1:'Solo Da̱os',1:Solo Da̱os,,1
5948,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5949,2:'Con Heridos',1:Solo Da̱os,+,0.76
5950,2:'Con Heridos',2:Con Heridos,,0.54
5951,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5952,1:'Solo Da̱os',1:Solo Da̱os,,0.787
5953,1:'Solo Da̱os',1:Solo Da̱os,,1
5954,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5955,2:'Con Heridos',2:Con Heridos,,0.6
5956,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5957,1:'Solo Da̱os',1:Solo Da̱os,,0.86
5958,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5959,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5960,1:'Solo Da̱os',1:Solo Da̱os,,0.77
5961,2:'Con Heridos',2:Con Heridos,,0.827
5962,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5963,2:'Con Heridos',2:Con Heridos,,0.818
5964,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5965,2:'Con Heridos',2:Con Heridos,,0.85
5966,1:'Solo Da̱os',1:Solo Da̱os,,1
5967,1:'Solo Da̱os',1:Solo Da̱os,,0.9
5968,1:'Solo Da̱os',1:Solo Da̱os,,0.98
5969,2:'Con Heridos',2:Con Heridos,,1
5970,2:'Con Heridos',2:Con Heridos,,0.799
5971,1:'Solo Da̱os',1:Solo Da̱os,,1
5972,2:'Con Heridos',2:Con Heridos,,0.802
5973,2:'Con Heridos',2:Con Heridos,,0.628
5974,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5975,1:'Solo Da̱os',1:Solo Da̱os,,0.92
5976,1:'Solo Da̱os',1:Solo Da̱os,,0.93
5977,1:'Solo Da̱os',1:Solo Da̱os,,0.95
5978,2:'Con Heridos',2:Con Heridos,,0.846
5979,1:'Solo Da̱os',1:Solo Da̱os,,0.83
5980,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5981,2:'Con Heridos',2:Con Heridos,,0.593
5982,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5983,2:'Con Heridos',2:Con Heridos,,0.99
5984,1:'Solo Da̱os',1:Solo Da̱os,,0.99
5985,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5986,1:'Solo Da̱os',1:Solo Da̱os,,1
5987,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5988,2:'Con Heridos',2:Con Heridos,,0.909
5989,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5990,2:'Con Heridos',2:Con Heridos,,0.757
5991,2:'Con Heridos',2:Con Heridos,,0.74
5992,1:'Solo Da̱os',1:Solo Da̱os,,0.63
5993,2:'Con Heridos',2:Con Heridos,,0.92
5994,2:'Con Heridos',2:Con Heridos,,0.832
5995,2:'Con Heridos',2:Con Heridos,,0.87
5996,1:'Solo Da̱os',1:Solo Da̱os,,0.96
5997,1:'Solo Da̱os',1:Solo Da̱os,,0.94
5998,1:'Solo Da̱os',1:Solo Da̱os,,0.97
5999,2:'Con Heridos',1:Solo Da̱os,+,0.88
6000,2:'Con Heridos',1:Solo Da̱os,+,0.97
6001,1:'Solo Da̱os',1:Solo Da̱os,,0.77
6002,2:'Con Heridos',1:Solo Da̱os,+,0.91
6003,1:'Solo Da̱os',1:Solo Da̱os,,0.97
6004,1:'Solo Da̱os',1:Solo Da̱os,,0.82
6005,2:'Con Heridos',2:Con Heridos,,0.95
6006,1:'Solo Da̱os',1:Solo Da̱os,,0.93
6007,1:'Solo Da̱os',1:Solo Da̱os,,0.99
6008,2:'Con Heridos',1:Solo Da̱os,+,0.91
6009,2:'Con Heridos',2:Con Heridos,,0.91
6010,1:'Solo Da̱os',1:Solo Da̱os,,0.93
6011,2:'Con Heridos',1:Solo Da̱os,+,0.852
6012,1:'Solo Da̱os',1:Solo Da̱os,,0.81
6013,1:'Solo Da̱os',1:Solo Da̱os,,0.85
6014,1:'Solo Da̱os',1:Solo Da̱os,,0.82
6015,1:'Solo Da̱os',1:Solo Da̱os,,0.89
6016,1:'Solo Da̱os',1:Solo Da̱os,,0.95
6017,2:'Con Heridos',1:Solo Da̱os,+,0.828
6018,2:'Con Heridos',2:Con Heridos,,1
6019,1:'Solo Da̱os',1:Solo Da̱os,,0.94
6020,1:'Solo Da̱os',1:Solo Da̱os,,0.92
6021,1:'Solo Da̱os',1:Solo Da̱os,,0.68
6022,1:'Solo Da̱os',1:Solo Da̱os,,0.97
6023,1:'Solo Da̱os',1:Solo Da̱os,,0.95
6024,2:'Con Heridos',1:Solo Da̱os,+,0.54
6025,1:'Solo Da̱os',1:Solo Da̱os,,0.96
6026,2:'Con Heridos',2:Con Heridos,,0.55
6027,1:'Solo Da̱os',1:Solo Da̱os,,0.644
6028,1:'Solo Da̱os',1:Solo Da̱os,,0.93
6029,1:'Solo Da̱os',1:Solo Da̱os,,0.661
6030,1:'Solo Da̱os',1:Solo Da̱os,,1
6031,1:'Solo Da̱os',1:Solo Da̱os,,0.97
6032,2:'Con Heridos',2:Con Heridos,,0.98
6033,2:'Con Heridos',1:Solo Da̱os,+,0.6
6034,1:'Solo Da̱os',1:Solo Da̱os,,0.845
6035,1:'Solo Da̱os',1:Solo Da̱os,,0.98
6036,1:'Solo Da̱os',1:Solo Da̱os,,1
6037,1:'Solo Da̱os',1:Solo Da̱os,,0.95
6038,1:'Solo Da̱os',1:Solo Da̱os,,0.97
6039,1:'Solo Da̱os',1:Solo Da̱os,,0.95
6040,1:'Solo Da̱os',1:Solo Da̱os,,0.96
6041,1:'Solo Da̱os',1:Solo Da̱os,,1
6042,2:'Con Heridos',2:Con Heridos,,0.51
6043,1:'Solo Da̱os',1:Solo Da̱os,,0.936
6044,2:'Con Heridos',2:Con Heridos,,0.989
6045,1:'Solo Da̱os',1:Solo Da̱os,,0.62
6046,2:'Con Heridos',1:Solo Da̱os,+,0.52
6047,1:'Solo Da̱os',1:Solo Da̱os,,0.97
6048,1:'Solo Da̱os',1:Solo Da̱os,,0.89
6049,1:'Solo Da̱os',1:Solo Da̱os,,0.63
6050,1:'Solo Da̱os',1:Solo Da̱os,,0.87
6051,3:'Con Muertos',3:Con Muertos,,0.94
6052,1:'Solo Da̱os',1:Solo Da̱os,,0.98
6053,1:'Solo Da̱os',1:Solo Da̱os,,0.749
6054,1:'Solo Da̱os',1:Solo Da̱os,,0.98
6055,1:'Solo Da̱os',1:Solo Da̱os,,0.96
6056,3:'Con Muertos',1:Solo Da̱os,+,0.643
6057,2:'Con Heridos',1:Solo Da̱os,+,0.811
6058,1:'Solo Da̱os',1:Solo Da̱os,,0.65
6059,1:'Solo Da̱os',1:Solo Da̱os,,0.86
6060,1:'Solo Da̱os',1:Solo Da̱os,,0.58
6061,1:'Solo Da̱os',1:Solo Da̱os,,0.99
6062,1:'Solo Da̱os',1:Solo Da̱os,,0.869
6063,1:'Solo Da̱os',1:Solo Da̱os,,0.81
6064,2:'Con Heridos',2:Con Heridos,,0.97
6065,1:'Solo Da̱os',1:Solo Da̱os,,0.94
6066,2:'Con Heridos',1:Solo Da̱os,+,0.97
6067,1:'Solo Da̱os',1:Solo Da̱os,,0.95
6068,1:'Solo Da̱os',1:Solo Da̱os,,0.99
6069,1:'Solo Da̱os',1:Solo Da̱os,,0.89
6070,1:'Solo Da̱os',1:Solo Da̱os,,0.82
6071,1:'Solo Da̱os',1:Solo Da̱os,,0.92
6072,1:'Solo Da̱os',1:Solo Da̱os,,0.981
6073,1:'Solo Da̱os',1:Solo Da̱os,,0.91
6074,2:'Con Heridos',1:Solo Da̱os,+,0.99
6075,2:'Con Heridos',1:Solo Da̱os,+,0.73
6076,1:'Solo Da̱os',1:Solo Da̱os,,0.91
6077,1:'Solo Da̱os',1:Solo Da̱os,,0.91
6078,1:'Solo Da̱os',1:Solo Da̱os,,0.96
6079,1:'Solo Da̱os',1:Solo Da̱os,,0.92
6080,1:'Solo Da̱os',1:Solo Da̱os,,0.98
6081,1:'Solo Da̱os',1:Solo Da̱os,,0.93
