=== Run information ===

Scheme:       weka.classifiers.bayes.BayesNet -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5
Relation:     df_sin_m-weka.filters.unsupervised.attribute.Remove-R2
Instances:    325958
Attributes:   12
              HORA
              CHOQUE_CON
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              EDAD
              SEXO
              LOCALIDAD
              LATITUD
              LONGITUD
              PERSONAS IMPLICADAS
              DIA_SEMANA
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

Bayes Network Classifier
not using ADTree
#attributes=12 #classindex=3
Network structure (nodes followed by parents)
HORA(4): GRAVEDAD 
CHOQUE_CON(2): GRAVEDAD 
TIPO LUGAR(7): GRAVEDAD 
GRAVEDAD(3): 
TIPO PERSONA(5): GRAVEDAD 
EDAD(16): GRAVEDAD 
SEXO(3): GRAVEDAD 
LOCALIDAD(5): GRAVEDAD 
LATITUD(85): GRAVEDAD 
LONGITUD(227): GRAVEDAD 
PERSONAS IMPLICADAS(25): GRAVEDAD 
DIA_SEMANA(2): GRAVEDAD 
LogScore Bayes: -4787024.485087208
LogScore BDeu: -4794615.342187386
LogScore MDL: -4794412.9378429195
LogScore ENTROPY: -4787354.782600282
LogScore AIC: -4788466.782600282


Time taken to build model: 1.28 seconds


=== Classifier model for training split (260766 instances) ===

Bayes Network Classifier
not using ADTree
#attributes=12 #classindex=3
Network structure (nodes followed by parents)
HORA(4): GRAVEDAD 
CHOQUE_CON(2): GRAVEDAD 
TIPO LUGAR(7): GRAVEDAD 
GRAVEDAD(3): 
TIPO PERSONA(5): GRAVEDAD 
EDAD(15): GRAVEDAD 
SEXO(3): GRAVEDAD 
LOCALIDAD(5): GRAVEDAD 
LATITUD(42): GRAVEDAD 
LONGITUD(85): GRAVEDAD 
PERSONAS IMPLICADAS(23): GRAVEDAD 
DIA_SEMANA(2): GRAVEDAD 
LogScore Bayes: -3587678.978114997
LogScore BDeu: -3590563.6731287837
LogScore MDL: -3590712.428014297
LogScore ENTROPY: -3587295.2702416084
LogScore AIC: -3587843.2702416084

=== Predictions on test split ===

inst#,actual,predicted,error,prediction
1,2:'Solo Da̱os',2:Solo Da̱os,,0.956
2,2:'Solo Da̱os',2:Solo Da̱os,,0.506
3,1:'Con Heridos',1:Con Heridos,,0.95
4,2:'Solo Da̱os',2:Solo Da̱os,,0.887
5,1:'Con Heridos',1:Con Heridos,,0.995
6,1:'Con Heridos',1:Con Heridos,,0.769
7,2:'Solo Da̱os',2:Solo Da̱os,,0.943
8,2:'Solo Da̱os',2:Solo Da̱os,,0.951
9,2:'Solo Da̱os',1:Con Heridos,+,0.515
10,1:'Con Heridos',2:Solo Da̱os,+,0.873
11,1:'Con Heridos',1:Con Heridos,,0.994
12,2:'Solo Da̱os',2:Solo Da̱os,,0.934
13,2:'Solo Da̱os',2:Solo Da̱os,,0.862
14,2:'Solo Da̱os',2:Solo Da̱os,,0.968
15,2:'Solo Da̱os',2:Solo Da̱os,,0.634
16,2:'Solo Da̱os',2:Solo Da̱os,,0.8
17,2:'Solo Da̱os',2:Solo Da̱os,,0.525
18,1:'Con Heridos',2:Solo Da̱os,+,0.499
19,3:'Con Muertos',2:Solo Da̱os,+,0.939
20,2:'Solo Da̱os',2:Solo Da̱os,,0.962
21,2:'Solo Da̱os',2:Solo Da̱os,,0.869
22,1:'Con Heridos',2:Solo Da̱os,+,0.86
23,1:'Con Heridos',2:Solo Da̱os,+,0.691
24,2:'Solo Da̱os',2:Solo Da̱os,,0.517
25,2:'Solo Da̱os',2:Solo Da̱os,,0.931
26,2:'Solo Da̱os',2:Solo Da̱os,,0.698
27,2:'Solo Da̱os',2:Solo Da̱os,,0.988
28,1:'Con Heridos',1:Con Heridos,,0.92
29,2:'Solo Da̱os',2:Solo Da̱os,,0.932
30,2:'Solo Da̱os',2:Solo Da̱os,,0.969
31,1:'Con Heridos',2:Solo Da̱os,+,0.891
32,1:'Con Heridos',1:Con Heridos,,0.789
33,2:'Solo Da̱os',2:Solo Da̱os,,0.867
34,2:'Solo Da̱os',2:Solo Da̱os,,0.942
35,2:'Solo Da̱os',2:Solo Da̱os,,0.865
36,2:'Solo Da̱os',2:Solo Da̱os,,0.724
37,2:'Solo Da̱os',2:Solo Da̱os,,0.926
38,2:'Solo Da̱os',2:Solo Da̱os,,0.989
39,1:'Con Heridos',2:Solo Da̱os,+,0.516
40,2:'Solo Da̱os',2:Solo Da̱os,,0.653
41,1:'Con Heridos',1:Con Heridos,,0.936
42,2:'Solo Da̱os',2:Solo Da̱os,,0.883
43,2:'Solo Da̱os',2:Solo Da̱os,,0.832
44,3:'Con Muertos',2:Solo Da̱os,+,0.9
45,1:'Con Heridos',1:Con Heridos,,0.962
46,2:'Solo Da̱os',2:Solo Da̱os,,0.982
47,1:'Con Heridos',2:Solo Da̱os,+,0.765
48,2:'Solo Da̱os',2:Solo Da̱os,,0.881
49,2:'Solo Da̱os',2:Solo Da̱os,,0.864
50,1:'Con Heridos',2:Solo Da̱os,+,0.702
51,2:'Solo Da̱os',2:Solo Da̱os,,0.924
52,1:'Con Heridos',1:Con Heridos,,0.956
53,2:'Solo Da̱os',2:Solo Da̱os,,0.704
54,2:'Solo Da̱os',2:Solo Da̱os,,0.797
55,2:'Solo Da̱os',2:Solo Da̱os,,0.988
56,2:'Solo Da̱os',2:Solo Da̱os,,0.974
57,1:'Con Heridos',1:Con Heridos,,0.862
58,1:'Con Heridos',2:Solo Da̱os,+,0.938
59,2:'Solo Da̱os',2:Solo Da̱os,,0.735
60,2:'Solo Da̱os',2:Solo Da̱os,,0.938
61,2:'Solo Da̱os',2:Solo Da̱os,,0.864
62,1:'Con Heridos',1:Con Heridos,,0.555
63,2:'Solo Da̱os',2:Solo Da̱os,,0.973
64,2:'Solo Da̱os',2:Solo Da̱os,,0.601
65,1:'Con Heridos',1:Con Heridos,,0.677
66,1:'Con Heridos',1:Con Heridos,,0.485
67,2:'Solo Da̱os',2:Solo Da̱os,,0.95
68,2:'Solo Da̱os',2:Solo Da̱os,,0.979
69,3:'Con Muertos',1:Con Heridos,+,0.684
70,2:'Solo Da̱os',2:Solo Da̱os,,0.988
71,1:'Con Heridos',2:Solo Da̱os,+,0.991
72,2:'Solo Da̱os',2:Solo Da̱os,,0.92
73,2:'Solo Da̱os',1:Con Heridos,+,0.735
74,2:'Solo Da̱os',2:Solo Da̱os,,0.987
75,1:'Con Heridos',1:Con Heridos,,0.574
76,2:'Solo Da̱os',2:Solo Da̱os,,0.934
77,2:'Solo Da̱os',2:Solo Da̱os,,0.892
78,2:'Solo Da̱os',2:Solo Da̱os,,0.878
79,2:'Solo Da̱os',2:Solo Da̱os,,0.939
80,2:'Solo Da̱os',2:Solo Da̱os,,0.853
81,1:'Con Heridos',2:Solo Da̱os,+,0.993
82,2:'Solo Da̱os',2:Solo Da̱os,,0.683
83,2:'Solo Da̱os',2:Solo Da̱os,,0.853
84,2:'Solo Da̱os',2:Solo Da̱os,,0.886
85,2:'Solo Da̱os',2:Solo Da̱os,,0.982
86,2:'Solo Da̱os',2:Solo Da̱os,,0.5
87,2:'Solo Da̱os',2:Solo Da̱os,,0.993
88,2:'Solo Da̱os',2:Solo Da̱os,,0.941
89,2:'Solo Da̱os',2:Solo Da̱os,,0.966
90,2:'Solo Da̱os',2:Solo Da̱os,,0.985
91,2:'Solo Da̱os',2:Solo Da̱os,,0.924
92,2:'Solo Da̱os',2:Solo Da̱os,,0.961
93,2:'Solo Da̱os',2:Solo Da̱os,,0.932
94,1:'Con Heridos',1:Con Heridos,,0.982
95,2:'Solo Da̱os',2:Solo Da̱os,,0.98
96,2:'Solo Da̱os',2:Solo Da̱os,,0.897
97,2:'Solo Da̱os',2:Solo Da̱os,,0.897
98,1:'Con Heridos',1:Con Heridos,,0.96
99,2:'Solo Da̱os',2:Solo Da̱os,,0.988
100,2:'Solo Da̱os',2:Solo Da̱os,,0.967
101,2:'Solo Da̱os',2:Solo Da̱os,,0.96
102,2:'Solo Da̱os',2:Solo Da̱os,,0.926
103,1:'Con Heridos',1:Con Heridos,,0.962
104,2:'Solo Da̱os',2:Solo Da̱os,,0.949
105,2:'Solo Da̱os',2:Solo Da̱os,,0.919
106,2:'Solo Da̱os',2:Solo Da̱os,,0.884
107,2:'Solo Da̱os',2:Solo Da̱os,,0.888
108,2:'Solo Da̱os',2:Solo Da̱os,,0.752
109,3:'Con Muertos',1:Con Heridos,+,0.805
110,2:'Solo Da̱os',2:Solo Da̱os,,0.918
111,2:'Solo Da̱os',2:Solo Da̱os,,0.968
112,2:'Solo Da̱os',2:Solo Da̱os,,0.934
113,1:'Con Heridos',1:Con Heridos,,0.963
114,2:'Solo Da̱os',2:Solo Da̱os,,0.977
115,2:'Solo Da̱os',2:Solo Da̱os,,0.986
116,2:'Solo Da̱os',2:Solo Da̱os,,0.965
117,2:'Solo Da̱os',2:Solo Da̱os,,0.864
118,1:'Con Heridos',1:Con Heridos,,0.985
119,2:'Solo Da̱os',2:Solo Da̱os,,0.572
120,2:'Solo Da̱os',1:Con Heridos,+,0.919
121,2:'Solo Da̱os',2:Solo Da̱os,,0.972
122,2:'Solo Da̱os',1:Con Heridos,+,0.7
123,1:'Con Heridos',1:Con Heridos,,0.862
124,2:'Solo Da̱os',2:Solo Da̱os,,0.97
125,2:'Solo Da̱os',2:Solo Da̱os,,0.682
126,2:'Solo Da̱os',2:Solo Da̱os,,0.946
127,2:'Solo Da̱os',2:Solo Da̱os,,0.74
128,2:'Solo Da̱os',2:Solo Da̱os,,0.961
129,2:'Solo Da̱os',2:Solo Da̱os,,0.96
130,2:'Solo Da̱os',2:Solo Da̱os,,0.921
131,2:'Solo Da̱os',2:Solo Da̱os,,0.865
132,1:'Con Heridos',2:Solo Da̱os,+,0.945
133,3:'Con Muertos',3:Con Muertos,,0.922
134,2:'Solo Da̱os',2:Solo Da̱os,,0.835
135,1:'Con Heridos',1:Con Heridos,,0.964
136,2:'Solo Da̱os',2:Solo Da̱os,,0.957
137,1:'Con Heridos',1:Con Heridos,,0.906
138,1:'Con Heridos',1:Con Heridos,,0.991
139,2:'Solo Da̱os',2:Solo Da̱os,,0.687
140,2:'Solo Da̱os',2:Solo Da̱os,,0.908
141,1:'Con Heridos',2:Solo Da̱os,+,0.631
142,2:'Solo Da̱os',2:Solo Da̱os,,0.96
143,2:'Solo Da̱os',2:Solo Da̱os,,0.811
144,2:'Solo Da̱os',2:Solo Da̱os,,0.813
145,1:'Con Heridos',2:Solo Da̱os,+,0.908
146,2:'Solo Da̱os',1:Con Heridos,+,0.892
147,1:'Con Heridos',1:Con Heridos,,0.651
148,2:'Solo Da̱os',2:Solo Da̱os,,0.99
149,1:'Con Heridos',1:Con Heridos,,0.992
150,1:'Con Heridos',2:Solo Da̱os,+,0.837
151,2:'Solo Da̱os',2:Solo Da̱os,,0.837
152,2:'Solo Da̱os',2:Solo Da̱os,,0.881
153,2:'Solo Da̱os',2:Solo Da̱os,,0.865
154,1:'Con Heridos',1:Con Heridos,,0.875
155,1:'Con Heridos',1:Con Heridos,,0.677
156,2:'Solo Da̱os',2:Solo Da̱os,,0.971
157,2:'Solo Da̱os',2:Solo Da̱os,,0.792
158,2:'Solo Da̱os',2:Solo Da̱os,,0.925
159,2:'Solo Da̱os',2:Solo Da̱os,,0.975
160,2:'Solo Da̱os',2:Solo Da̱os,,0.849
161,1:'Con Heridos',1:Con Heridos,,0.524
162,2:'Solo Da̱os',2:Solo Da̱os,,0.976
163,1:'Con Heridos',2:Solo Da̱os,+,0.638
164,2:'Solo Da̱os',2:Solo Da̱os,,0.951
165,2:'Solo Da̱os',1:Con Heridos,+,0.563
166,1:'Con Heridos',1:Con Heridos,,0.989
167,1:'Con Heridos',2:Solo Da̱os,+,0.674
168,1:'Con Heridos',1:Con Heridos,,0.983
169,1:'Con Heridos',2:Solo Da̱os,+,0.635
170,2:'Solo Da̱os',2:Solo Da̱os,,0.732
171,2:'Solo Da̱os',2:Solo Da̱os,,0.966
172,2:'Solo Da̱os',2:Solo Da̱os,,0.981
173,2:'Solo Da̱os',2:Solo Da̱os,,0.967
174,1:'Con Heridos',2:Solo Da̱os,+,0.787
175,1:'Con Heridos',1:Con Heridos,,0.969
176,2:'Solo Da̱os',2:Solo Da̱os,,0.847
177,1:'Con Heridos',1:Con Heridos,,0.992
178,2:'Solo Da̱os',2:Solo Da̱os,,0.894
179,2:'Solo Da̱os',2:Solo Da̱os,,0.917
180,2:'Solo Da̱os',2:Solo Da̱os,,0.993
181,1:'Con Heridos',2:Solo Da̱os,+,0.94
182,1:'Con Heridos',1:Con Heridos,,0.992
183,2:'Solo Da̱os',2:Solo Da̱os,,0.951
184,2:'Solo Da̱os',2:Solo Da̱os,,0.982
185,2:'Solo Da̱os',2:Solo Da̱os,,0.918
186,1:'Con Heridos',1:Con Heridos,,0.976
187,2:'Solo Da̱os',2:Solo Da̱os,,0.97
188,2:'Solo Da̱os',2:Solo Da̱os,,0.909
189,2:'Solo Da̱os',2:Solo Da̱os,,0.979
190,2:'Solo Da̱os',2:Solo Da̱os,,0.921
191,2:'Solo Da̱os',2:Solo Da̱os,,0.995
192,2:'Solo Da̱os',1:Con Heridos,+,0.8
193,2:'Solo Da̱os',2:Solo Da̱os,,0.861
194,1:'Con Heridos',1:Con Heridos,,0.989
195,2:'Solo Da̱os',2:Solo Da̱os,,0.935
196,1:'Con Heridos',2:Solo Da̱os,+,0.929
197,2:'Solo Da̱os',2:Solo Da̱os,,0.905
198,3:'Con Muertos',1:Con Heridos,+,0.932
199,2:'Solo Da̱os',2:Solo Da̱os,,0.748
200,1:'Con Heridos',1:Con Heridos,,0.974
201,2:'Solo Da̱os',2:Solo Da̱os,,0.973
202,2:'Solo Da̱os',2:Solo Da̱os,,0.708
203,2:'Solo Da̱os',2:Solo Da̱os,,0.95
204,2:'Solo Da̱os',2:Solo Da̱os,,0.911
205,1:'Con Heridos',1:Con Heridos,,0.998
206,2:'Solo Da̱os',2:Solo Da̱os,,0.904
207,1:'Con Heridos',2:Solo Da̱os,+,0.897
208,1:'Con Heridos',1:Con Heridos,,0.916
209,1:'Con Heridos',2:Solo Da̱os,+,0.789
210,2:'Solo Da̱os',2:Solo Da̱os,,0.917
211,2:'Solo Da̱os',2:Solo Da̱os,,0.927
212,2:'Solo Da̱os',2:Solo Da̱os,,0.852
213,1:'Con Heridos',1:Con Heridos,,0.975
214,2:'Solo Da̱os',2:Solo Da̱os,,0.99
215,2:'Solo Da̱os',2:Solo Da̱os,,0.828
216,2:'Solo Da̱os',2:Solo Da̱os,,0.808
217,1:'Con Heridos',1:Con Heridos,,0.922
218,2:'Solo Da̱os',2:Solo Da̱os,,0.969
219,2:'Solo Da̱os',2:Solo Da̱os,,0.897
220,2:'Solo Da̱os',2:Solo Da̱os,,0.862
221,1:'Con Heridos',2:Solo Da̱os,+,0.97
222,2:'Solo Da̱os',2:Solo Da̱os,,0.884
223,2:'Solo Da̱os',2:Solo Da̱os,,0.877
224,2:'Solo Da̱os',2:Solo Da̱os,,0.799
225,2:'Solo Da̱os',2:Solo Da̱os,,0.879
226,1:'Con Heridos',1:Con Heridos,,0.933
227,1:'Con Heridos',1:Con Heridos,,0.966
228,2:'Solo Da̱os',2:Solo Da̱os,,0.986
229,2:'Solo Da̱os',2:Solo Da̱os,,0.931
230,2:'Solo Da̱os',1:Con Heridos,+,0.609
231,2:'Solo Da̱os',2:Solo Da̱os,,0.992
232,1:'Con Heridos',1:Con Heridos,,0.595
233,1:'Con Heridos',2:Solo Da̱os,+,0.727
234,1:'Con Heridos',1:Con Heridos,,0.851
235,2:'Solo Da̱os',2:Solo Da̱os,,0.738
236,2:'Solo Da̱os',2:Solo Da̱os,,0.973
237,1:'Con Heridos',1:Con Heridos,,0.986
238,2:'Solo Da̱os',2:Solo Da̱os,,0.981
239,2:'Solo Da̱os',2:Solo Da̱os,,0.952
240,1:'Con Heridos',2:Solo Da̱os,+,0.981
241,2:'Solo Da̱os',2:Solo Da̱os,,0.789
242,2:'Solo Da̱os',2:Solo Da̱os,,0.838
243,2:'Solo Da̱os',2:Solo Da̱os,,0.898
244,1:'Con Heridos',1:Con Heridos,,0.987
