=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     df_meteo_cluster-weka.filters.unsupervised.attribute.Remove-R1,4,12,14-15
Instances:    144908
Attributes:   10
              HORA
              CLASE SINIESTRO
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              SEXO
              PERSONAS IMPLICADAS
              DIA_SEMANA
              LLUVIA
              Cluster
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 19.18 seconds


=== Classifier model for training split (115926 instances) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
=== Predictions on test split ===

inst#,actual,predicted,error,prediction
14733,1:'Solo Da̱os',1:Solo Da̱os,,0.885
14734,2:'Con Heridos',1:Solo Da̱os,+,0.9
14735,1:'Solo Da̱os',1:Solo Da̱os,,0.939
14736,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14737,1:'Solo Da̱os',1:Solo Da̱os,,0.645
14738,2:'Con Heridos',2:Con Heridos,,1
14739,2:'Con Heridos',1:Solo Da̱os,+,0.531
14740,1:'Solo Da̱os',1:Solo Da̱os,,0.939
14741,2:'Con Heridos',2:Con Heridos,,0.999
14742,1:'Solo Da̱os',1:Solo Da̱os,,0.947
14743,1:'Solo Da̱os',1:Solo Da̱os,,0.707
14744,1:'Solo Da̱os',1:Solo Da̱os,,0.885
14745,2:'Con Heridos',2:Con Heridos,,1
14746,1:'Solo Da̱os',1:Solo Da̱os,,0.503
14747,2:'Con Heridos',2:Con Heridos,,0.998
14748,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14749,1:'Solo Da̱os',1:Solo Da̱os,,0.978
14750,2:'Con Heridos',2:Con Heridos,,0.657
14751,2:'Con Heridos',2:Con Heridos,,1
14752,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14753,2:'Con Heridos',2:Con Heridos,,0.659
14754,1:'Solo Da̱os',1:Solo Da̱os,,0.937
14755,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14756,2:'Con Heridos',2:Con Heridos,,0.7
14757,2:'Con Heridos',2:Con Heridos,,1
14758,1:'Solo Da̱os',1:Solo Da̱os,,0.929
14759,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14760,1:'Solo Da̱os',1:Solo Da̱os,,0.933
14761,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14762,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14763,1:'Solo Da̱os',1:Solo Da̱os,,0.948
14764,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14765,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14766,1:'Solo Da̱os',1:Solo Da̱os,,0.947
14767,1:'Solo Da̱os',1:Solo Da̱os,,0.917
14768,3:'Con Muertos',1:Solo Da̱os,+,0.819
14769,2:'Con Heridos',1:Solo Da̱os,+,0.558
14770,1:'Solo Da̱os',1:Solo Da̱os,,0.906
14771,1:'Solo Da̱os',1:Solo Da̱os,,0.96
14772,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14773,1:'Solo Da̱os',1:Solo Da̱os,,0.705
14774,1:'Solo Da̱os',1:Solo Da̱os,,0.5
14775,1:'Solo Da̱os',1:Solo Da̱os,,0.739
14776,2:'Con Heridos',2:Con Heridos,,0.915
14777,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14778,1:'Solo Da̱os',1:Solo Da̱os,,0.526
14779,2:'Con Heridos',2:Con Heridos,,0.736
14780,1:'Solo Da̱os',1:Solo Da̱os,,0.793
14781,1:'Solo Da̱os',1:Solo Da̱os,,0.926
14782,1:'Solo Da̱os',1:Solo Da̱os,,0.857
14783,2:'Con Heridos',2:Con Heridos,,0.704
14784,2:'Con Heridos',1:Solo Da̱os,+,0.592
14785,1:'Solo Da̱os',1:Solo Da̱os,,0.816
14786,1:'Solo Da̱os',2:Con Heridos,+,0.893
14787,1:'Solo Da̱os',1:Solo Da̱os,,0.924
14788,2:'Con Heridos',1:Solo Da̱os,+,0.526
14789,1:'Solo Da̱os',1:Solo Da̱os,,0.899
14790,1:'Solo Da̱os',1:Solo Da̱os,,0.951
14791,2:'Con Heridos',1:Solo Da̱os,+,0.776
14792,2:'Con Heridos',1:Solo Da̱os,+,0.87
14793,2:'Con Heridos',2:Con Heridos,,0.911
14794,2:'Con Heridos',2:Con Heridos,,1
14795,3:'Con Muertos',2:Con Heridos,+,0.915
14796,1:'Solo Da̱os',1:Solo Da̱os,,0.877
14797,1:'Solo Da̱os',1:Solo Da̱os,,0.882
14798,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14799,1:'Solo Da̱os',1:Solo Da̱os,,0.966
14800,1:'Solo Da̱os',1:Solo Da̱os,,0.8
14801,1:'Solo Da̱os',1:Solo Da̱os,,0.918
14802,1:'Solo Da̱os',1:Solo Da̱os,,0.985
14803,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14804,1:'Solo Da̱os',1:Solo Da̱os,,0.9
14805,1:'Solo Da̱os',1:Solo Da̱os,,0.917
14806,1:'Solo Da̱os',1:Solo Da̱os,,0.929
14807,2:'Con Heridos',1:Solo Da̱os,+,0.924
14808,2:'Con Heridos',2:Con Heridos,,0.901
14809,1:'Solo Da̱os',1:Solo Da̱os,,0.826
14810,2:'Con Heridos',2:Con Heridos,,0.836
14811,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14812,1:'Solo Da̱os',1:Solo Da̱os,,0.655
14813,2:'Con Heridos',2:Con Heridos,,0.862
14814,2:'Con Heridos',1:Solo Da̱os,+,0.674
14815,2:'Con Heridos',2:Con Heridos,,0.842
14816,1:'Solo Da̱os',1:Solo Da̱os,,0.918
14817,2:'Con Heridos',2:Con Heridos,,0.989
14818,1:'Solo Da̱os',1:Solo Da̱os,,0.951
14819,1:'Solo Da̱os',1:Solo Da̱os,,0.705
14820,2:'Con Heridos',1:Solo Da̱os,+,0.71
14821,1:'Solo Da̱os',1:Solo Da̱os,,0.923
14822,2:'Con Heridos',2:Con Heridos,,1
14823,1:'Solo Da̱os',1:Solo Da̱os,,0.933
14824,2:'Con Heridos',1:Solo Da̱os,+,0.928
14825,1:'Solo Da̱os',1:Solo Da̱os,,0.924
14826,2:'Con Heridos',2:Con Heridos,,0.756
14827,2:'Con Heridos',2:Con Heridos,,0.79
14828,1:'Solo Da̱os',1:Solo Da̱os,,0.944
14829,2:'Con Heridos',2:Con Heridos,,0.779
14830,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14831,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14832,1:'Solo Da̱os',1:Solo Da̱os,,0.935
14833,2:'Con Heridos',1:Solo Da̱os,+,0.785
14834,2:'Con Heridos',2:Con Heridos,,0.936
14835,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14836,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14837,1:'Solo Da̱os',2:Con Heridos,+,0.659
14838,2:'Con Heridos',2:Con Heridos,,0.526
14839,1:'Solo Da̱os',1:Solo Da̱os,,0.864
14840,3:'Con Muertos',2:Con Heridos,+,0.847
14841,1:'Solo Da̱os',1:Solo Da̱os,,0.599
14842,1:'Solo Da̱os',1:Solo Da̱os,,0.664
14843,1:'Solo Da̱os',1:Solo Da̱os,,0.943
14844,1:'Solo Da̱os',1:Solo Da̱os,,0.935
14845,2:'Con Heridos',2:Con Heridos,,0.501
14846,1:'Solo Da̱os',1:Solo Da̱os,,0.937
14847,1:'Solo Da̱os',1:Solo Da̱os,,0.835
14848,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14849,1:'Solo Da̱os',1:Solo Da̱os,,0.759
14850,1:'Solo Da̱os',1:Solo Da̱os,,0.946
14851,1:'Solo Da̱os',1:Solo Da̱os,,0.939
14852,2:'Con Heridos',2:Con Heridos,,0.902
14853,1:'Solo Da̱os',1:Solo Da̱os,,0.734
14854,1:'Solo Da̱os',1:Solo Da̱os,,0.947
14855,2:'Con Heridos',1:Solo Da̱os,+,0.674
14856,2:'Con Heridos',2:Con Heridos,,0.735
14857,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14858,1:'Solo Da̱os',1:Solo Da̱os,,0.999
14859,1:'Solo Da̱os',1:Solo Da̱os,,1
14860,1:'Solo Da̱os',1:Solo Da̱os,,0.769
14861,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14862,1:'Solo Da̱os',1:Solo Da̱os,,0.886
14863,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14864,2:'Con Heridos',1:Solo Da̱os,+,0.507
14865,1:'Solo Da̱os',1:Solo Da̱os,,0.97
14866,1:'Solo Da̱os',1:Solo Da̱os,,0.62
14867,1:'Solo Da̱os',1:Solo Da̱os,,0.906
14868,1:'Solo Da̱os',1:Solo Da̱os,,0.722
14869,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14870,1:'Solo Da̱os',1:Solo Da̱os,,0.933
14871,1:'Solo Da̱os',1:Solo Da̱os,,0.869
14872,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14873,1:'Solo Da̱os',1:Solo Da̱os,,1
14874,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14875,1:'Solo Da̱os',1:Solo Da̱os,,0.925
14876,1:'Solo Da̱os',1:Solo Da̱os,,0.889
14877,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14878,1:'Solo Da̱os',1:Solo Da̱os,,0.731
14879,1:'Solo Da̱os',1:Solo Da̱os,,0.908
14880,1:'Solo Da̱os',1:Solo Da̱os,,0.923
14881,1:'Solo Da̱os',1:Solo Da̱os,,0.96
14882,2:'Con Heridos',1:Solo Da̱os,+,0.837
14883,1:'Solo Da̱os',1:Solo Da̱os,,0.923
14884,2:'Con Heridos',2:Con Heridos,,0.732
14885,2:'Con Heridos',1:Solo Da̱os,+,0.674
14886,1:'Solo Da̱os',1:Solo Da̱os,,0.574
14887,1:'Solo Da̱os',1:Solo Da̱os,,0.91
14888,2:'Con Heridos',1:Solo Da̱os,+,0.97
14889,1:'Solo Da̱os',1:Solo Da̱os,,0.877
14890,1:'Solo Da̱os',1:Solo Da̱os,,0.864
14891,1:'Solo Da̱os',1:Solo Da̱os,,0.965
14892,1:'Solo Da̱os',1:Solo Da̱os,,0.817
14893,1:'Solo Da̱os',1:Solo Da̱os,,0.934
14894,1:'Solo Da̱os',1:Solo Da̱os,,0.818
14895,1:'Solo Da̱os',1:Solo Da̱os,,0.817
14896,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14897,1:'Solo Da̱os',2:Con Heridos,+,0.582
14898,1:'Solo Da̱os',2:Con Heridos,+,0.544
14899,1:'Solo Da̱os',1:Solo Da̱os,,1
14900,1:'Solo Da̱os',1:Solo Da̱os,,0.936
14901,2:'Con Heridos',2:Con Heridos,,0.664
14902,2:'Con Heridos',2:Con Heridos,,1
14903,1:'Solo Da̱os',1:Solo Da̱os,,0.608
14904,1:'Solo Da̱os',1:Solo Da̱os,,0.945
14905,1:'Solo Da̱os',1:Solo Da̱os,,0.855
14906,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14907,1:'Solo Da̱os',1:Solo Da̱os,,0.524
14908,1:'Solo Da̱os',1:Solo Da̱os,,0.854
14909,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14910,1:'Solo Da̱os',2:Con Heridos,+,0.787
14911,2:'Con Heridos',2:Con Heridos,,1
14912,1:'Solo Da̱os',1:Solo Da̱os,,0.797
14913,1:'Solo Da̱os',1:Solo Da̱os,,0.711
14914,1:'Solo Da̱os',1:Solo Da̱os,,1
14915,2:'Con Heridos',2:Con Heridos,,1
14916,1:'Solo Da̱os',1:Solo Da̱os,,0.765
14917,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14918,1:'Solo Da̱os',1:Solo Da̱os,,0.942
14919,1:'Solo Da̱os',1:Solo Da̱os,,0.934
14920,1:'Solo Da̱os',1:Solo Da̱os,,0.825
14921,1:'Solo Da̱os',1:Solo Da̱os,,0.834
14922,1:'Solo Da̱os',1:Solo Da̱os,,0.889
14923,1:'Solo Da̱os',1:Solo Da̱os,,0.787
14924,1:'Solo Da̱os',1:Solo Da̱os,,0.637
14925,1:'Solo Da̱os',1:Solo Da̱os,,0.664
14926,2:'Con Heridos',1:Solo Da̱os,+,0.711
14927,1:'Solo Da̱os',1:Solo Da̱os,,1
14928,1:'Solo Da̱os',1:Solo Da̱os,,0.803
14929,1:'Solo Da̱os',1:Solo Da̱os,,0.929
14930,1:'Solo Da̱os',1:Solo Da̱os,,0.896
14931,1:'Solo Da̱os',1:Solo Da̱os,,0.9
14932,1:'Solo Da̱os',1:Solo Da̱os,,0.643
14933,2:'Con Heridos',2:Con Heridos,,0.671
14934,1:'Solo Da̱os',1:Solo Da̱os,,0.924
14935,1:'Solo Da̱os',1:Solo Da̱os,,0.91
14936,2:'Con Heridos',1:Solo Da̱os,+,0.679
14937,2:'Con Heridos',1:Solo Da̱os,+,0.868
14938,2:'Con Heridos',2:Con Heridos,,0.618
14939,1:'Solo Da̱os',1:Solo Da̱os,,0.929
14940,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14941,1:'Solo Da̱os',1:Solo Da̱os,,0.888
14942,1:'Solo Da̱os',1:Solo Da̱os,,0.82
14943,1:'Solo Da̱os',1:Solo Da̱os,,0.906
14944,2:'Con Heridos',1:Solo Da̱os,+,0.503
14945,1:'Solo Da̱os',1:Solo Da̱os,,0.942
14946,2:'Con Heridos',2:Con Heridos,,0.799
14947,3:'Con Muertos',3:Con Muertos,,0.693
14948,1:'Solo Da̱os',1:Solo Da̱os,,0.904
14949,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14950,2:'Con Heridos',2:Con Heridos,,1
14951,2:'Con Heridos',2:Con Heridos,,0.855
14952,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14953,1:'Solo Da̱os',1:Solo Da̱os,,0.773
14954,1:'Solo Da̱os',1:Solo Da̱os,,0.762
14955,1:'Solo Da̱os',1:Solo Da̱os,,0.776
14956,1:'Solo Da̱os',1:Solo Da̱os,,0.947
14957,2:'Con Heridos',2:Con Heridos,,0.659
14958,2:'Con Heridos',1:Solo Da̱os,+,0.928
14959,2:'Con Heridos',2:Con Heridos,,0.674
14960,2:'Con Heridos',2:Con Heridos,,1
14961,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14962,2:'Con Heridos',1:Solo Da̱os,+,0.53
14963,2:'Con Heridos',2:Con Heridos,,1
14964,1:'Solo Da̱os',1:Solo Da̱os,,0.985
14965,1:'Solo Da̱os',1:Solo Da̱os,,0.93
14966,1:'Solo Da̱os',1:Solo Da̱os,,0.856
14967,1:'Solo Da̱os',2:Con Heridos,+,0.585
14968,1:'Solo Da̱os',2:Con Heridos,+,0.534
14969,1:'Solo Da̱os',1:Solo Da̱os,,0.929
14970,1:'Solo Da̱os',1:Solo Da̱os,,0.94
14971,1:'Solo Da̱os',1:Solo Da̱os,,0.599
14972,2:'Con Heridos',1:Solo Da̱os,+,0.929
14973,1:'Solo Da̱os',1:Solo Da̱os,,0.875
14974,1:'Solo Da̱os',1:Solo Da̱os,,0.817
14975,2:'Con Heridos',1:Solo Da̱os,+,0.912
14976,1:'Solo Da̱os',1:Solo Da̱os,,0.936
14977,1:'Solo Da̱os',1:Solo Da̱os,,0.942
14978,1:'Solo Da̱os',1:Solo Da̱os,,0.931
14979,1:'Solo Da̱os',1:Solo Da̱os,,0.706
14980,1:'Solo Da̱os',1:Solo Da̱os,,0.869
14981,2:'Con Heridos',2:Con Heridos,,1
14982,1:'Solo Da̱os',1:Solo Da̱os,,0.925
14983,2:'Con Heridos',2:Con Heridos,,0.632
14984,1:'Solo Da̱os',1:Solo Da̱os,,0.951
14985,1:'Solo Da̱os',1:Solo Da̱os,,0.728
14986,1:'Solo Da̱os',2:Con Heridos,+,0.533
14987,1:'Solo Da̱os',1:Solo Da̱os,,0.571
14988,2:'Con Heridos',2:Con Heridos,,0.477
14989,2:'Con Heridos',1:Solo Da̱os,+,0.825
14990,1:'Solo Da̱os',1:Solo Da̱os,,1
14991,1:'Solo Da̱os',1:Solo Da̱os,,0.868
14992,1:'Solo Da̱os',1:Solo Da̱os,,0.816
14993,2:'Con Heridos',1:Solo Da̱os,+,0.933
14994,1:'Solo Da̱os',1:Solo Da̱os,,0.927
14995,2:'Con Heridos',2:Con Heridos,,0.77
14996,1:'Solo Da̱os',1:Solo Da̱os,,1
14997,1:'Solo Da̱os',2:Con Heridos,+,0.582
14998,1:'Solo Da̱os',1:Solo Da̱os,,0.692
14999,1:'Solo Da̱os',1:Solo Da̱os,,0.865
15000,1:'Solo Da̱os',1:Solo Da̱os,,0.893
15001,2:'Con Heridos',3:Con Muertos,+,0.524
15002,1:'Solo Da̱os',1:Solo Da̱os,,0.952
15003,1:'Solo Da̱os',1:Solo Da̱os,,0.856
15004,1:'Solo Da̱os',1:Solo Da̱os,,0.94
15005,1:'Solo Da̱os',1:Solo Da̱os,,0.947
15006,2:'Con Heridos',1:Solo Da̱os,+,0.732
15007,2:'Con Heridos',1:Solo Da̱os,+,0.692
15008,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15009,2:'Con Heridos',2:Con Heridos,,0.659
15010,2:'Con Heridos',1:Solo Da̱os,+,0.607
15011,1:'Solo Da̱os',1:Solo Da̱os,,0.933
15012,1:'Solo Da̱os',1:Solo Da̱os,,0.84
15013,2:'Con Heridos',2:Con Heridos,,0.551
15014,2:'Con Heridos',2:Con Heridos,,0.771
15015,2:'Con Heridos',2:Con Heridos,,0.586
15016,1:'Solo Da̱os',1:Solo Da̱os,,0.928
15017,1:'Solo Da̱os',1:Solo Da̱os,,0.917
15018,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15019,1:'Solo Da̱os',1:Solo Da̱os,,0.942
15020,1:'Solo Da̱os',1:Solo Da̱os,,0.795
15021,1:'Solo Da̱os',1:Solo Da̱os,,0.882
15022,2:'Con Heridos',2:Con Heridos,,1
15023,1:'Solo Da̱os',2:Con Heridos,+,0.652
15024,1:'Solo Da̱os',1:Solo Da̱os,,0.84
15025,1:'Solo Da̱os',1:Solo Da̱os,,0.924
15026,1:'Solo Da̱os',2:Con Heridos,+,0.665
15027,1:'Solo Da̱os',1:Solo Da̱os,,0.498
15028,1:'Solo Da̱os',1:Solo Da̱os,,0.932
15029,2:'Con Heridos',2:Con Heridos,,0.662
15030,2:'Con Heridos',2:Con Heridos,,0.698
15031,1:'Solo Da̱os',1:Solo Da̱os,,0.96
15032,2:'Con Heridos',2:Con Heridos,,1
15033,1:'Solo Da̱os',1:Solo Da̱os,,0.929
15034,1:'Solo Da̱os',1:Solo Da̱os,,0.772
15035,1:'Solo Da̱os',1:Solo Da̱os,,0.966
15036,1:'Solo Da̱os',1:Solo Da̱os,,0.58
15037,2:'Con Heridos',2:Con Heridos,,0.547
15038,2:'Con Heridos',2:Con Heridos,,1
15039,1:'Solo Da̱os',1:Solo Da̱os,,0.914
15040,2:'Con Heridos',2:Con Heridos,,0.808
15041,2:'Con Heridos',2:Con Heridos,,0.53
15042,1:'Solo Da̱os',1:Solo Da̱os,,0.607
15043,1:'Solo Da̱os',1:Solo Da̱os,,0.63
15044,2:'Con Heridos',2:Con Heridos,,1
15045,1:'Solo Da̱os',2:Con Heridos,+,0.535
15046,1:'Solo Da̱os',1:Solo Da̱os,,0.934
15047,1:'Solo Da̱os',1:Solo Da̱os,,0.932
15048,3:'Con Muertos',1:Solo Da̱os,+,0.812
15049,1:'Solo Da̱os',2:Con Heridos,+,0.709
15050,1:'Solo Da̱os',1:Solo Da̱os,,0.924
15051,2:'Con Heridos',2:Con Heridos,,1
15052,1:'Solo Da̱os',1:Solo Da̱os,,0.96
15053,1:'Solo Da̱os',1:Solo Da̱os,,0.956
15054,1:'Solo Da̱os',1:Solo Da̱os,,0.924
15055,1:'Solo Da̱os',1:Solo Da̱os,,0.817
15056,1:'Solo Da̱os',1:Solo Da̱os,,0.931
15057,1:'Solo Da̱os',1:Solo Da̱os,,0.748
15058,1:'Solo Da̱os',1:Solo Da̱os,,0.891
15059,1:'Solo Da̱os',1:Solo Da̱os,,0.96
15060,1:'Solo Da̱os',1:Solo Da̱os,,0.924
15061,2:'Con Heridos',1:Solo Da̱os,+,1
15062,1:'Solo Da̱os',1:Solo Da̱os,,0.877
15063,2:'Con Heridos',2:Con Heridos,,0.756
15064,1:'Solo Da̱os',1:Solo Da̱os,,0.861
15065,1:'Solo Da̱os',1:Solo Da̱os,,0.92
15066,3:'Con Muertos',1:Solo Da̱os,+,0.774
15067,1:'Solo Da̱os',1:Solo Da̱os,,0.931
15068,2:'Con Heridos',2:Con Heridos,,0.564
15069,2:'Con Heridos',1:Solo Da̱os,+,0.931
15070,1:'Solo Da̱os',1:Solo Da̱os,,0.774
15071,1:'Solo Da̱os',1:Solo Da̱os,,0.843
15072,2:'Con Heridos',1:Solo Da̱os,+,0.728
15073,1:'Solo Da̱os',1:Solo Da̱os,,0.933
15074,2:'Con Heridos',2:Con Heridos,,1
15075,2:'Con Heridos',2:Con Heridos,,1
15076,1:'Solo Da̱os',1:Solo Da̱os,,0.948
15077,1:'Solo Da̱os',1:Solo Da̱os,,0.935
15078,1:'Solo Da̱os',2:Con Heridos,+,0.586
15079,1:'Solo Da̱os',1:Solo Da̱os,,0.818
15080,2:'Con Heridos',1:Solo Da̱os,+,0.889
15081,1:'Solo Da̱os',1:Solo Da̱os,,0.979
15082,1:'Solo Da̱os',1:Solo Da̱os,,0.674
15083,1:'Solo Da̱os',1:Solo Da̱os,,0.94
15084,1:'Solo Da̱os',1:Solo Da̱os,,1
15085,1:'Solo Da̱os',1:Solo Da̱os,,0.82
15086,1:'Solo Da̱os',1:Solo Da̱os,,0.939
15087,1:'Solo Da̱os',1:Solo Da̱os,,0.814
15088,1:'Solo Da̱os',1:Solo Da̱os,,0.818
15089,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15090,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15091,2:'Con Heridos',2:Con Heridos,,0.943
15092,1:'Solo Da̱os',1:Solo Da̱os,,0.942
15093,1:'Solo Da̱os',1:Solo Da̱os,,0.958
15094,1:'Solo Da̱os',1:Solo Da̱os,,0.863
15095,2:'Con Heridos',2:Con Heridos,,0.642
15096,1:'Solo Da̱os',1:Solo Da̱os,,1
15097,2:'Con Heridos',1:Solo Da̱os,+,0.852
15098,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15099,1:'Solo Da̱os',1:Solo Da̱os,,0.947
15100,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15101,1:'Solo Da̱os',1:Solo Da̱os,,0.93
15102,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15103,1:'Solo Da̱os',1:Solo Da̱os,,0.957
15104,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15105,2:'Con Heridos',2:Con Heridos,,1
15106,2:'Con Heridos',1:Solo Da̱os,+,0.934
15107,1:'Solo Da̱os',1:Solo Da̱os,,0.864
15108,2:'Con Heridos',2:Con Heridos,,0.54
15109,1:'Solo Da̱os',1:Solo Da̱os,,0.939
15110,1:'Solo Da̱os',1:Solo Da̱os,,0.948
15111,2:'Con Heridos',2:Con Heridos,,0.77
15112,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15113,1:'Solo Da̱os',1:Solo Da̱os,,0.94
15114,1:'Solo Da̱os',1:Solo Da̱os,,0.829
15115,2:'Con Heridos',1:Solo Da̱os,+,0.851
15116,1:'Solo Da̱os',1:Solo Da̱os,,0.658
15117,1:'Solo Da̱os',1:Solo Da̱os,,0.993
15118,1:'Solo Da̱os',1:Solo Da̱os,,1
15119,1:'Solo Da̱os',1:Solo Da̱os,,0.955
15120,1:'Solo Da̱os',1:Solo Da̱os,,0.929
15121,1:'Solo Da̱os',1:Solo Da̱os,,1
15122,1:'Solo Da̱os',1:Solo Da̱os,,0.896
15123,1:'Solo Da̱os',1:Solo Da̱os,,0.961
15124,1:'Solo Da̱os',1:Solo Da̱os,,0.503
15125,1:'Solo Da̱os',1:Solo Da̱os,,0.843
15126,2:'Con Heridos',1:Solo Da̱os,+,0.872
15127,1:'Solo Da̱os',2:Con Heridos,+,0.695
15128,2:'Con Heridos',1:Solo Da̱os,+,0.947
15129,1:'Solo Da̱os',1:Solo Da̱os,,0.927
15130,2:'Con Heridos',1:Solo Da̱os,+,0.637
15131,1:'Solo Da̱os',1:Solo Da̱os,,0.936
15132,1:'Solo Da̱os',1:Solo Da̱os,,0.611
15133,2:'Con Heridos',1:Solo Da̱os,+,0.94
15134,2:'Con Heridos',1:Solo Da̱os,+,0.685
15135,1:'Solo Da̱os',1:Solo Da̱os,,0.948
15136,1:'Solo Da̱os',1:Solo Da̱os,,0.936
15137,1:'Solo Da̱os',1:Solo Da̱os,,0.928
15138,1:'Solo Da̱os',2:Con Heridos,+,0.526
15139,1:'Solo Da̱os',1:Solo Da̱os,,0.811
15140,2:'Con Heridos',2:Con Heridos,,1
15141,1:'Solo Da̱os',1:Solo Da̱os,,0.922
15142,1:'Solo Da̱os',1:Solo Da̱os,,0.94
