=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     df_sin_m-weka.filters.unsupervised.attribute.Remove-R2
Instances:    325958
Attributes:   12
              HORA
              CHOQUE_CON
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              EDAD
              SEXO
              LOCALIDAD
              LATITUD
              LONGITUD
              PERSONAS IMPLICADAS
              DIA_SEMANA
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 92.47 seconds


=== Classifier model for training split (260766 instances) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
=== Predictions on test split ===

inst#,actual,predicted,error,prediction
101,2:'Solo Da̱os',2:Solo Da̱os,,0.99
102,2:'Solo Da̱os',2:Solo Da̱os,,0.92
103,1:'Con Heridos',1:Con Heridos,,0.99
104,2:'Solo Da̱os',2:Solo Da̱os,,0.967
105,2:'Solo Da̱os',2:Solo Da̱os,,0.98
106,2:'Solo Da̱os',2:Solo Da̱os,,0.99
107,2:'Solo Da̱os',2:Solo Da̱os,,0.78
108,2:'Solo Da̱os',2:Solo Da̱os,,0.99
109,3:'Con Muertos',1:Con Heridos,+,0.839
110,2:'Solo Da̱os',2:Solo Da̱os,,0.91
111,2:'Solo Da̱os',2:Solo Da̱os,,0.99
112,2:'Solo Da̱os',2:Solo Da̱os,,0.931
113,1:'Con Heridos',1:Con Heridos,,0.951
114,2:'Solo Da̱os',2:Solo Da̱os,,0.95
115,2:'Solo Da̱os',2:Solo Da̱os,,1
116,2:'Solo Da̱os',2:Solo Da̱os,,1
117,2:'Solo Da̱os',2:Solo Da̱os,,0.99
118,1:'Con Heridos',1:Con Heridos,,1
119,2:'Solo Da̱os',2:Solo Da̱os,,0.809
120,2:'Solo Da̱os',2:Solo Da̱os,,0.966
121,2:'Solo Da̱os',2:Solo Da̱os,,0.91
122,2:'Solo Da̱os',2:Solo Da̱os,,1
123,1:'Con Heridos',1:Con Heridos,,0.943
124,2:'Solo Da̱os',2:Solo Da̱os,,0.98
125,2:'Solo Da̱os',2:Solo Da̱os,,0.92
126,2:'Solo Da̱os',2:Solo Da̱os,,0.96
127,2:'Solo Da̱os',2:Solo Da̱os,,0.881
128,2:'Solo Da̱os',2:Solo Da̱os,,0.848
129,2:'Solo Da̱os',2:Solo Da̱os,,0.93
130,2:'Solo Da̱os',2:Solo Da̱os,,0.94
131,2:'Solo Da̱os',2:Solo Da̱os,,0.919
132,1:'Con Heridos',2:Solo Da̱os,+,1
133,3:'Con Muertos',3:Con Muertos,,0.57
134,2:'Solo Da̱os',2:Solo Da̱os,,0.91
135,1:'Con Heridos',1:Con Heridos,,0.99
136,2:'Solo Da̱os',2:Solo Da̱os,,0.96
137,1:'Con Heridos',1:Con Heridos,,0.623
138,1:'Con Heridos',1:Con Heridos,,0.98
139,2:'Solo Da̱os',2:Solo Da̱os,,0.9
140,2:'Solo Da̱os',2:Solo Da̱os,,0.819
141,1:'Con Heridos',1:Con Heridos,,0.97
142,2:'Solo Da̱os',2:Solo Da̱os,,0.998
143,2:'Solo Da̱os',2:Solo Da̱os,,0.95
144,2:'Solo Da̱os',2:Solo Da̱os,,0.92
145,1:'Con Heridos',2:Solo Da̱os,+,0.94
146,2:'Solo Da̱os',1:Con Heridos,+,0.842
147,1:'Con Heridos',1:Con Heridos,,0.781
148,2:'Solo Da̱os',2:Solo Da̱os,,1
149,1:'Con Heridos',1:Con Heridos,,0.98
150,1:'Con Heridos',2:Solo Da̱os,+,0.54
151,2:'Solo Da̱os',2:Solo Da̱os,,0.82
152,2:'Solo Da̱os',2:Solo Da̱os,,0.94
153,2:'Solo Da̱os',2:Solo Da̱os,,0.85
154,1:'Con Heridos',1:Con Heridos,,0.89
155,1:'Con Heridos',1:Con Heridos,,0.77
156,2:'Solo Da̱os',2:Solo Da̱os,,0.99
157,2:'Solo Da̱os',2:Solo Da̱os,,0.912
158,2:'Solo Da̱os',2:Solo Da̱os,,0.741
159,2:'Solo Da̱os',2:Solo Da̱os,,1
160,2:'Solo Da̱os',2:Solo Da̱os,,0.76
161,1:'Con Heridos',1:Con Heridos,,0.59
162,2:'Solo Da̱os',2:Solo Da̱os,,0.97
163,1:'Con Heridos',1:Con Heridos,,0.6
164,2:'Solo Da̱os',2:Solo Da̱os,,1
165,2:'Solo Da̱os',2:Solo Da̱os,,0.86
166,1:'Con Heridos',1:Con Heridos,,1
167,1:'Con Heridos',2:Solo Da̱os,+,0.54
168,1:'Con Heridos',1:Con Heridos,,0.99
169,1:'Con Heridos',1:Con Heridos,,0.91
170,2:'Solo Da̱os',2:Solo Da̱os,,0.881
171,2:'Solo Da̱os',2:Solo Da̱os,,0.8
172,2:'Solo Da̱os',2:Solo Da̱os,,1
173,2:'Solo Da̱os',2:Solo Da̱os,,0.99
174,1:'Con Heridos',2:Solo Da̱os,+,0.54
175,1:'Con Heridos',1:Con Heridos,,0.99
176,2:'Solo Da̱os',2:Solo Da̱os,,0.92
177,1:'Con Heridos',1:Con Heridos,,0.98
178,2:'Solo Da̱os',2:Solo Da̱os,,0.99
179,2:'Solo Da̱os',2:Solo Da̱os,,0.934
180,2:'Solo Da̱os',2:Solo Da̱os,,1
181,1:'Con Heridos',2:Solo Da̱os,+,0.92
182,1:'Con Heridos',1:Con Heridos,,1
183,2:'Solo Da̱os',2:Solo Da̱os,,0.92
184,2:'Solo Da̱os',2:Solo Da̱os,,1
185,2:'Solo Da̱os',2:Solo Da̱os,,0.933
186,1:'Con Heridos',1:Con Heridos,,1
187,2:'Solo Da̱os',2:Solo Da̱os,,0.989
188,2:'Solo Da̱os',2:Solo Da̱os,,1
189,2:'Solo Da̱os',2:Solo Da̱os,,0.94
190,2:'Solo Da̱os',2:Solo Da̱os,,0.99
191,2:'Solo Da̱os',2:Solo Da̱os,,1
192,2:'Solo Da̱os',2:Solo Da̱os,,0.92
193,2:'Solo Da̱os',2:Solo Da̱os,,0.98
194,1:'Con Heridos',1:Con Heridos,,0.99
195,2:'Solo Da̱os',2:Solo Da̱os,,0.99
196,1:'Con Heridos',2:Solo Da̱os,+,0.95
197,2:'Solo Da̱os',2:Solo Da̱os,,0.98
198,3:'Con Muertos',3:Con Muertos,,0.63
199,2:'Solo Da̱os',2:Solo Da̱os,,0.96
200,1:'Con Heridos',1:Con Heridos,,0.98
201,2:'Solo Da̱os',2:Solo Da̱os,,0.97
202,2:'Solo Da̱os',2:Solo Da̱os,,0.797
203,2:'Solo Da̱os',2:Solo Da̱os,,0.9
204,2:'Solo Da̱os',2:Solo Da̱os,,0.98
205,1:'Con Heridos',1:Con Heridos,,0.94
206,2:'Solo Da̱os',2:Solo Da̱os,,0.94
207,1:'Con Heridos',2:Solo Da̱os,+,0.843
208,1:'Con Heridos',1:Con Heridos,,1
209,1:'Con Heridos',1:Con Heridos,,0.6
210,2:'Solo Da̱os',2:Solo Da̱os,,0.94
211,2:'Solo Da̱os',2:Solo Da̱os,,0.929
212,2:'Solo Da̱os',2:Solo Da̱os,,0.767
213,1:'Con Heridos',1:Con Heridos,,0.828
214,2:'Solo Da̱os',2:Solo Da̱os,,0.93
215,2:'Solo Da̱os',2:Solo Da̱os,,0.92
216,2:'Solo Da̱os',2:Solo Da̱os,,0.89
217,1:'Con Heridos',1:Con Heridos,,0.88
218,2:'Solo Da̱os',2:Solo Da̱os,,0.99
219,2:'Solo Da̱os',1:Con Heridos,+,0.52
220,2:'Solo Da̱os',2:Solo Da̱os,,0.906
221,1:'Con Heridos',2:Solo Da̱os,+,0.99
222,2:'Solo Da̱os',2:Solo Da̱os,,0.82
223,2:'Solo Da̱os',2:Solo Da̱os,,0.96
224,2:'Solo Da̱os',2:Solo Da̱os,,0.88
225,2:'Solo Da̱os',2:Solo Da̱os,,0.96
226,1:'Con Heridos',1:Con Heridos,,0.97
227,1:'Con Heridos',1:Con Heridos,,0.99
228,2:'Solo Da̱os',2:Solo Da̱os,,1
229,2:'Solo Da̱os',2:Solo Da̱os,,0.98
230,2:'Solo Da̱os',2:Solo Da̱os,,0.73
231,2:'Solo Da̱os',2:Solo Da̱os,,0.967
232,1:'Con Heridos',2:Solo Da̱os,+,0.789
233,1:'Con Heridos',2:Solo Da̱os,+,0.78
234,1:'Con Heridos',1:Con Heridos,,1
235,2:'Solo Da̱os',2:Solo Da̱os,,0.9
236,2:'Solo Da̱os',2:Solo Da̱os,,0.97
237,1:'Con Heridos',1:Con Heridos,,0.934
238,2:'Solo Da̱os',2:Solo Da̱os,,0.88
239,2:'Solo Da̱os',2:Solo Da̱os,,0.98
240,1:'Con Heridos',2:Solo Da̱os,+,0.96
241,2:'Solo Da̱os',2:Solo Da̱os,,0.94
242,2:'Solo Da̱os',2:Solo Da̱os,,0.999
243,2:'Solo Da̱os',2:Solo Da̱os,,0.97
244,1:'Con Heridos',1:Con Heridos,,0.993
245,2:'Solo Da̱os',2:Solo Da̱os,,0.95
246,2:'Solo Da̱os',2:Solo Da̱os,,0.77
247,2:'Solo Da̱os',2:Solo Da̱os,,0.917
248,2:'Solo Da̱os',2:Solo Da̱os,,0.96
249,2:'Solo Da̱os',2:Solo Da̱os,,0.78
250,2:'Solo Da̱os',2:Solo Da̱os,,0.98
251,2:'Solo Da̱os',2:Solo Da̱os,,0.957
252,1:'Con Heridos',1:Con Heridos,,0.68
253,2:'Solo Da̱os',2:Solo Da̱os,,0.99
254,2:'Solo Da̱os',2:Solo Da̱os,,0.73
255,2:'Solo Da̱os',1:Con Heridos,+,0.548
256,2:'Solo Da̱os',2:Solo Da̱os,,0.787
257,2:'Solo Da̱os',2:Solo Da̱os,,0.86
258,2:'Solo Da̱os',2:Solo Da̱os,,0.96
259,2:'Solo Da̱os',2:Solo Da̱os,,0.96
260,2:'Solo Da̱os',2:Solo Da̱os,,0.95
261,1:'Con Heridos',1:Con Heridos,,0.99
262,2:'Solo Da̱os',2:Solo Da̱os,,0.91
263,1:'Con Heridos',1:Con Heridos,,0.96
264,1:'Con Heridos',1:Con Heridos,,0.94
265,1:'Con Heridos',2:Solo Da̱os,+,0.97
266,2:'Solo Da̱os',2:Solo Da̱os,,0.95
267,1:'Con Heridos',1:Con Heridos,,0.84
268,2:'Solo Da̱os',2:Solo Da̱os,,1
269,1:'Con Heridos',1:Con Heridos,,0.857
270,2:'Solo Da̱os',2:Solo Da̱os,,0.93
271,2:'Solo Da̱os',2:Solo Da̱os,,0.806
272,2:'Solo Da̱os',2:Solo Da̱os,,0.92
273,2:'Solo Da̱os',2:Solo Da̱os,,1
274,1:'Con Heridos',1:Con Heridos,,0.92
275,2:'Solo Da̱os',2:Solo Da̱os,,0.91
276,2:'Solo Da̱os',2:Solo Da̱os,,0.798
277,1:'Con Heridos',1:Con Heridos,,0.634
278,2:'Solo Da̱os',2:Solo Da̱os,,0.79
279,2:'Solo Da̱os',2:Solo Da̱os,,0.98
280,1:'Con Heridos',1:Con Heridos,,0.8
281,2:'Solo Da̱os',2:Solo Da̱os,,0.96
282,2:'Solo Da̱os',2:Solo Da̱os,,0.95
283,1:'Con Heridos',2:Solo Da̱os,+,0.62
284,1:'Con Heridos',1:Con Heridos,,0.695
285,1:'Con Heridos',1:Con Heridos,,1
286,2:'Solo Da̱os',2:Solo Da̱os,,0.9
287,2:'Solo Da̱os',2:Solo Da̱os,,0.97
288,2:'Solo Da̱os',2:Solo Da̱os,,0.63
289,2:'Solo Da̱os',2:Solo Da̱os,,0.94
290,2:'Solo Da̱os',2:Solo Da̱os,,1
291,2:'Solo Da̱os',2:Solo Da̱os,,0.96
292,1:'Con Heridos',2:Solo Da̱os,+,0.88
293,2:'Solo Da̱os',2:Solo Da̱os,,0.95
294,2:'Solo Da̱os',2:Solo Da̱os,,0.98
295,1:'Con Heridos',1:Con Heridos,,0.73
296,2:'Solo Da̱os',2:Solo Da̱os,,0.85
297,2:'Solo Da̱os',2:Solo Da̱os,,0.83
298,1:'Con Heridos',2:Solo Da̱os,+,0.543
299,2:'Solo Da̱os',2:Solo Da̱os,,0.968
300,2:'Solo Da̱os',2:Solo Da̱os,,0.781
301,2:'Solo Da̱os',2:Solo Da̱os,,0.94
302,2:'Solo Da̱os',2:Solo Da̱os,,0.85
303,2:'Solo Da̱os',2:Solo Da̱os,,0.93
304,2:'Solo Da̱os',2:Solo Da̱os,,0.75
305,2:'Solo Da̱os',2:Solo Da̱os,,0.95
306,2:'Solo Da̱os',2:Solo Da̱os,,0.57
307,2:'Solo Da̱os',2:Solo Da̱os,,0.99
308,1:'Con Heridos',2:Solo Da̱os,+,0.52
309,2:'Solo Da̱os',2:Solo Da̱os,,0.833
310,1:'Con Heridos',2:Solo Da̱os,+,0.527
311,2:'Solo Da̱os',2:Solo Da̱os,,0.74
312,2:'Solo Da̱os',2:Solo Da̱os,,0.9
313,2:'Solo Da̱os',2:Solo Da̱os,,0.87
314,2:'Solo Da̱os',2:Solo Da̱os,,0.888
315,1:'Con Heridos',1:Con Heridos,,0.712
316,2:'Solo Da̱os',2:Solo Da̱os,,0.73
317,2:'Solo Da̱os',2:Solo Da̱os,,1
318,2:'Solo Da̱os',2:Solo Da̱os,,1
319,1:'Con Heridos',1:Con Heridos,,0.967
320,2:'Solo Da̱os',2:Solo Da̱os,,0.94
321,2:'Solo Da̱os',2:Solo Da̱os,,0.884
322,2:'Solo Da̱os',2:Solo Da̱os,,0.99
323,2:'Solo Da̱os',2:Solo Da̱os,,0.83
324,1:'Con Heridos',1:Con Heridos,,0.892
325,2:'Solo Da̱os',2:Solo Da̱os,,0.89
326,2:'Solo Da̱os',2:Solo Da̱os,,0.964
327,2:'Solo Da̱os',2:Solo Da̱os,,0.98
328,1:'Con Heridos',2:Solo Da̱os,+,0.97
329,1:'Con Heridos',1:Con Heridos,,0.82
330,2:'Solo Da̱os',2:Solo Da̱os,,0.92
331,2:'Solo Da̱os',2:Solo Da̱os,,0.748
332,2:'Solo Da̱os',2:Solo Da̱os,,0.87
333,2:'Solo Da̱os',2:Solo Da̱os,,0.95
334,2:'Solo Da̱os',2:Solo Da̱os,,0.96
335,2:'Solo Da̱os',2:Solo Da̱os,,0.96
336,2:'Solo Da̱os',2:Solo Da̱os,,0.96
337,1:'Con Heridos',2:Solo Da̱os,+,0.97
338,3:'Con Muertos',1:Con Heridos,+,0.66
339,2:'Solo Da̱os',2:Solo Da̱os,,0.94
340,1:'Con Heridos',1:Con Heridos,,0.51
341,2:'Solo Da̱os',1:Con Heridos,+,0.718
342,2:'Solo Da̱os',2:Solo Da̱os,,0.95
343,3:'Con Muertos',2:Solo Da̱os,+,0.42
344,1:'Con Heridos',1:Con Heridos,,0.77
345,2:'Solo Da̱os',2:Solo Da̱os,,0.801
346,2:'Solo Da̱os',2:Solo Da̱os,,0.861
347,2:'Solo Da̱os',2:Solo Da̱os,,1
348,1:'Con Heridos',1:Con Heridos,,0.81
349,2:'Solo Da̱os',2:Solo Da̱os,,0.98
350,2:'Solo Da̱os',2:Solo Da̱os,,0.91
351,3:'Con Muertos',3:Con Muertos,,0.692
352,1:'Con Heridos',1:Con Heridos,,0.99
353,2:'Solo Da̱os',2:Solo Da̱os,,0.925
354,2:'Solo Da̱os',1:Con Heridos,+,0.64
355,2:'Solo Da̱os',2:Solo Da̱os,,0.81
356,1:'Con Heridos',1:Con Heridos,,0.92
357,1:'Con Heridos',1:Con Heridos,,0.96
358,1:'Con Heridos',1:Con Heridos,,1
359,2:'Solo Da̱os',2:Solo Da̱os,,0.87
360,2:'Solo Da̱os',2:Solo Da̱os,,0.72
361,2:'Solo Da̱os',2:Solo Da̱os,,0.542
362,2:'Solo Da̱os',2:Solo Da̱os,,0.99
363,1:'Con Heridos',1:Con Heridos,,0.989
364,1:'Con Heridos',2:Solo Da̱os,+,0.549
365,2:'Solo Da̱os',2:Solo Da̱os,,0.926
366,1:'Con Heridos',1:Con Heridos,,0.72
367,1:'Con Heridos',1:Con Heridos,,1
368,1:'Con Heridos',1:Con Heridos,,1
369,1:'Con Heridos',2:Solo Da̱os,+,0.9
370,2:'Solo Da̱os',2:Solo Da̱os,,0.99
371,2:'Solo Da̱os',2:Solo Da̱os,,0.98
372,2:'Solo Da̱os',2:Solo Da̱os,,0.947
373,2:'Solo Da̱os',2:Solo Da̱os,,0.909
374,2:'Solo Da̱os',2:Solo Da̱os,,1
375,1:'Con Heridos',1:Con Heridos,,0.65
376,2:'Solo Da̱os',2:Solo Da̱os,,1
377,2:'Solo Da̱os',2:Solo Da̱os,,0.856
378,1:'Con Heridos',1:Con Heridos,,0.776
379,2:'Solo Da̱os',2:Solo Da̱os,,0.94
380,2:'Solo Da̱os',2:Solo Da̱os,,0.81
381,2:'Solo Da̱os',2:Solo Da̱os,,0.911
382,1:'Con Heridos',1:Con Heridos,,0.578
383,2:'Solo Da̱os',2:Solo Da̱os,,0.737
384,2:'Solo Da̱os',2:Solo Da̱os,,0.51
385,3:'Con Muertos',1:Con Heridos,+,0.569
386,2:'Solo Da̱os',2:Solo Da̱os,,0.97
387,1:'Con Heridos',1:Con Heridos,,0.6
388,2:'Solo Da̱os',2:Solo Da̱os,,1
389,1:'Con Heridos',1:Con Heridos,,0.915
390,2:'Solo Da̱os',2:Solo Da̱os,,0.84
391,2:'Solo Da̱os',2:Solo Da̱os,,1
392,2:'Solo Da̱os',1:Con Heridos,+,0.51
393,2:'Solo Da̱os',2:Solo Da̱os,,0.99
394,2:'Solo Da̱os',2:Solo Da̱os,,0.66
395,1:'Con Heridos',1:Con Heridos,,0.58
396,2:'Solo Da̱os',2:Solo Da̱os,,0.895
397,1:'Con Heridos',1:Con Heridos,,0.882
398,2:'Solo Da̱os',2:Solo Da̱os,,1
399,2:'Solo Da̱os',2:Solo Da̱os,,0.955
400,1:'Con Heridos',2:Solo Da̱os,+,0.95
401,2:'Solo Da̱os',2:Solo Da̱os,,0.584
402,1:'Con Heridos',1:Con Heridos,,0.501
403,2:'Solo Da̱os',2:Solo Da̱os,,0.773
404,2:'Solo Da̱os',2:Solo Da̱os,,0.96
405,1:'Con Heridos',2:Solo Da̱os,+,0.93
406,2:'Solo Da̱os',2:Solo Da̱os,,0.96
407,2:'Solo Da̱os',2:Solo Da̱os,,0.71
408,2:'Solo Da̱os',2:Solo Da̱os,,0.94
409,2:'Solo Da̱os',2:Solo Da̱os,,0.51
410,2:'Solo Da̱os',2:Solo Da̱os,,0.89
411,2:'Solo Da̱os',2:Solo Da̱os,,0.97
